gf_id	species	genes	zma	sbi	sit	osa	osaindica	bdi	hvu	mac	ath	cpa	ptr	vvi	sly	ppa	olu	cre
HOM03M002389	13	34	0	1	1	0	1	1	0	2	1	2	3	2	2	5	1	12
HOM03M002390	16	35	3	2	3	2	2	4	3	2	2	1	3	2	3	1	1	1
HOM03M002391	15	35	0	1	3	1	2	3	1	5	3	2	3	2	2	5	1	1
HOM03M002392	6	35	0	4	2	4	4	14	7	0	0	0	0	0	0	0	0	0
HOM03M002393	16	35	3	2	1	1	1	1	3	5	2	6	2	1	1	3	2	1
HOM03M002394	15	35	1	2	0	1	1	1	1	4	2	1	2	1	2	14	1	1
HOM03M002395	15	35	4	1	2	2	2	3	4	4	2	2	2	2	1	3	0	1
HOM03M002396	14	35	4	2	2	2	2	2	1	6	2	2	2	1	4	3	0	0
HOM03M002397	15	35	2	2	1	2	3	2	2	2	2	1	5	2	2	6	1	0
HOM03M002398	14	33	3	2	0	0	2	2	1	6	2	2	3	2	4	2	1	1
HOM03M002399	2	35	0	0	0	1	0	0	0	0	0	34	0	0	0	0	0	0
HOM03M002400	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0
HOM03M002401	16	35	6	3	1	1	1	8	2	1	1	1	2	2	1	3	1	1
HOM03M002402	15	35	1	2	2	2	1	2	2	5	2	2	2	2	3	6	0	1
HOM03M002403	16	35	3	7	2	3	3	2	3	1	1	1	2	2	2	1	1	1
HOM03M002404	13	35	3	3	3	2	2	2	2	1	3	3	4	2	5	0	0	0
HOM03M002405	16	35	1	2	1	2	2	1	1	1	1	2	1	1	1	6	2	10
HOM03M002406	16	35	2	2	2	2	3	1	1	3	2	4	3	3	3	1	2	1
HOM03M002407	12	35	2	2	3	3	3	2	1	6	3	3	4	0	3	0	0	0
HOM03M002408	15	35	2	2	2	3	2	2	2	3	3	2	4	2	3	2	0	1
HOM03M002409	16	35	2	1	2	3	6	2	2	2	2	2	4	2	2	1	1	1
HOM03M002410	16	35	3	2	2	3	3	2	2	3	2	1	2	3	2	3	1	1
HOM03M002411	15	35	4	2	2	2	2	2	2	4	2	0	4	2	2	3	1	1
HOM03M002412	16	35	2	2	1	4	2	2	2	3	2	2	4	1	4	2	1	1
HOM03M002413	16	33	1	4	1	3	5	2	1	2	2	1	2	2	4	1	1	1
HOM03M002414	7	35	1	6	8	2	4	3	11	0	0	0	0	0	0	0	0	0
HOM03M002415	16	35	3	2	2	2	3	3	2	2	1	4	3	2	2	2	1	1
HOM03M002416	14	35	2	2	2	3	2	2	2	5	3	2	3	2	2	3	0	0
HOM03M002417	13	35	3	1	2	2	2	2	2	3	3	3	5	2	5	0	0	0
HOM03M002418	16	35	2	2	1	2	3	2	1	3	3	4	3	3	2	1	1	2
HOM03M002419	16	35	1	3	2	3	1	3	2	3	2	1	4	2	4	2	1	1
HOM03M002420	15	35	2	0	2	2	2	3	3	4	3	2	2	2	2	4	1	1
HOM03M002421	14	35	3	2	1	2	3	2	2	6	1	2	4	1	2	4	0	0
HOM03M002422	15	35	2	2	2	2	4	2	2	3	2	1	2	1	3	6	0	1
HOM03M002423	15	35	3	2	2	2	2	2	2	2	3	2	4	2	2	3	0	2
HOM03M002424	16	35	2	3	2	2	2	2	1	5	2	1	2	2	5	1	1	2
HOM03M002425	15	35	4	3	2	2	2	1	3	2	2	2	4	2	2	3	0	1
HOM03M002426	16	35	2	2	3	2	2	3	2	1	2	1	4	1	2	1	5	2
HOM03M002427	15	35	5	2	3	3	3	3	1	2	3	2	1	2	2	2	0	1
HOM03M002428	2	35	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M002429	14	35	2	2	2	2	2	2	2	2	3	3	6	3	3	1	0	0
HOM03M002430	14	35	2	2	2	2	2	1	1	4	1	2	2	3	2	9	0	0
HOM03M002431	13	35	5	2	2	2	2	2	2	4	3	2	4	2	3	0	0	0
HOM03M002432	15	35	2	2	2	3	2	2	5	3	2	3	3	1	3	1	1	0
HOM03M002433	14	35	3	4	2	2	2	3	2	2	1	2	6	3	2	1	0	0
HOM03M002434	16	35	2	2	2	2	2	2	2	4	2	2	4	3	3	1	1	1
HOM03M002435	15	35	8	1	2	4	3	3	2	2	1	0	2	1	2	2	1	1
HOM03M002436	15	35	3	2	2	3	1	2	1	1	1	2	6	2	7	1	0	1
HOM03M002437	15	35	1	1	1	2	2	1	1	5	4	3	4	3	4	2	0	1
HOM03M002438	14	35	2	2	2	2	2	2	2	1	2	5	5	2	2	4	0	0
HOM03M002439	3	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	33
HOM03M002440	13	35	5	3	2	2	3	2	3	5	4	1	2	1	2	0	0	0
HOM03M002441	16	35	3	2	2	1	4	2	1	2	2	1	4	2	2	3	2	2
HOM03M002442	15	35	6	2	2	3	3	3	2	2	2	2	2	1	2	2	1	0
HOM03M002443	15	35	5	2	3	5	1	1	2	2	1	1	5	1	4	1	0	1
HOM03M002444	16	35	2	3	2	2	2	2	2	3	1	2	3	4	2	3	1	1
HOM03M002445	14	35	3	3	2	2	2	2	2	2	3	2	4	2	2	4	0	0
HOM03M002446	15	35	6	1	3	4	1	7	1	1	1	3	2	1	2	1	0	1
HOM03M002447	16	35	3	3	3	3	2	2	2	3	2	2	2	2	2	2	1	1
HOM03M002448	16	35	3	1	2	2	2	2	1	3	2	1	2	4	3	5	1	1
HOM03M002449	8	35	10	10	6	1	1	1	3	3	0	0	0	0	0	0	0	0
HOM03M002450	16	35	5	1	2	2	3	2	1	3	3	1	2	1	5	2	1	1
HOM03M002451	11	35	2	1	4	1	2	0	4	2	3	0	0	3	11	2	0	0
HOM03M002452	14	35	1	2	2	2	2	1	4	1	3	8	5	1	1	2	0	0
HOM03M002453	15	35	2	2	2	2	2	2	2	4	2	3	4	2	2	3	1	0
HOM03M002454	6	35	0	2	5	8	15	3	2	0	0	0	0	0	0	0	0	0
HOM03M002455	16	35	5	6	2	2	2	2	2	2	1	1	1	2	1	4	1	1
HOM03M002456	16	35	2	4	1	1	1	2	1	4	2	2	3	2	1	7	1	1
HOM03M002457	13	35	5	3	3	3	3	3	3	3	2	2	2	2	1	0	0	0
HOM03M002458	16	35	3	2	2	1	3	2	2	3	3	2	4	1	3	2	1	1
HOM03M002459	6	35	0	4	2	13	12	2	2	0	0	0	0	0	0	0	0	0
HOM03M002460	13	35	2	3	1	1	2	1	1	3	4	5	6	4	2	0	0	0
HOM03M002461	16	35	3	2	1	1	1	2	4	3	3	1	3	2	3	4	1	1
HOM03M002462	16	35	2	2	2	3	3	2	1	2	2	2	4	1	4	2	2	1
HOM03M002463	16	35	2	2	2	2	2	2	2	5	2	2	2	3	2	2	2	1
HOM03M002464	15	35	5	2	3	4	3	3	2	3	2	1	2	1	1	2	0	1
HOM03M002465	14	35	2	2	3	3	3	2	2	2	2	2	4	3	1	4	0	0
HOM03M002466	15	35	2	2	2	2	2	2	1	4	2	2	4	2	3	3	0	2
HOM03M002467	15	35	2	2	2	3	3	3	2	3	2	3	2	2	3	2	0	1
HOM03M002468	14	35	3	2	3	2	2	2	2	3	2	2	3	2	5	2	0	0
HOM03M002469	15	35	2	2	1	1	3	2	1	7	1	2	2	4	1	4	0	2
HOM03M002470	16	35	2	1	1	1	1	1	1	1	1	1	2	1	1	5	3	12
HOM03M002471	13	35	5	4	5	2	3	2	2	1	2	2	5	1	1	0	0	0
HOM03M002472	16	35	5	2	1	2	1	1	3	3	1	4	2	3	3	1	1	2
HOM03M002473	14	35	4	4	4	2	2	2	2	3	2	1	2	1	3	3	0	0
HOM03M002474	15	35	2	2	2	5	1	5	1	1	1	1	8	1	2	2	0	1
HOM03M002475	14	35	3	3	3	1	2	2	1	3	2	2	5	2	4	2	0	0
HOM03M002476	16	35	2	2	3	2	1	4	3	2	2	3	4	2	2	1	1	1
HOM03M002477	15	35	1	1	1	1	1	1	2	3	3	3	5	4	3	5	0	1
HOM03M002478	16	35	13	2	2	2	2	2	1	1	1	2	1	1	1	2	1	1
HOM03M002479	13	35	4	1	3	2	3	2	1	4	3	1	4	2	5	0	0	0
HOM03M002480	16	34	3	3	2	2	2	2	2	3	2	2	2	2	2	3	1	1
HOM03M002481	3	34	0	0	0	0	0	0	0	0	1	30	3	0	0	0	0	0
HOM03M002482	16	34	6	2	2	2	2	2	1	3	3	1	2	1	2	3	1	1
HOM03M002483	14	34	4	2	2	2	2	2	2	6	2	1	2	1	2	4	0	0
HOM03M002484	16	34	2	1	3	2	5	1	1	4	1	1	1	2	1	5	2	2
HOM03M002485	12	34	3	2	1	2	2	1	0	5	2	0	7	3	3	3	0	0
HOM03M002486	9	34	3	7	4	2	6	3	3	4	2	0	0	0	0	0	0	0
HOM03M002487	14	34	3	3	3	2	2	2	2	2	3	2	4	1	3	2	0	0
HOM03M002488	16	34	7	2	2	2	2	3	1	2	2	1	2	1	2	3	1	1
HOM03M002489	5	34	0	7	3	11	11	2	0	0	0	0	0	0	0	0	0	0
HOM03M002490	15	34	3	0	2	1	2	1	1	1	1	1	3	2	1	5	5	5
HOM03M002491	14	34	3	3	4	4	2	3	2	2	1	2	2	2	2	2	0	0
HOM03M002492	13	34	10	2	2	2	3	2	2	3	2	1	3	1	1	0	0	0
HOM03M002493	2	34	0	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M002494	15	34	2	2	2	2	2	2	2	1	0	2	2	2	2	4	3	4
HOM03M002495	14	34	3	3	2	2	2	2	1	6	2	3	3	1	2	2	0	0
HOM03M002496	13	34	3	4	2	3	3	3	3	2	1	2	4	2	2	0	0	0
HOM03M002497	14	34	5	3	3	2	2	2	2	0	1	1	2	6	1	3	1	0
HOM03M002498	14	34	5	2	2	4	2	2	2	3	1	2	5	2	1	1	0	0
HOM03M002499	16	34	2	2	1	1	1	2	1	2	9	2	2	3	2	2	1	1
HOM03M002500	13	34	2	2	2	1	2	2	2	2	4	3	5	3	4	0	0	0
HOM03M002501	16	34	2	2	2	3	3	3	3	3	1	2	2	2	2	2	1	1
HOM03M002502	14	34	2	5	2	2	2	2	2	2	2	2	4	2	2	3	0	0
HOM03M002503	14	33	2	1	3	2	2	3	3	4	2	2	2	2	2	3	0	0
HOM03M002504	16	34	2	3	3	2	2	2	2	1	1	1	2	1	3	2	4	3
HOM03M002505	14	34	2	2	5	2	2	2	2	5	2	1	4	1	3	1	0	0
HOM03M002506	15	34	3	2	3	3	4	1	1	4	2	1	3	2	2	2	0	1
HOM03M002507	16	34	3	1	1	1	4	2	1	6	1	1	1	2	4	1	3	2
HOM03M002508	16	34	3	1	2	2	2	1	2	2	5	3	3	2	2	2	1	1
HOM03M002509	16	34	5	3	1	2	1	2	3	2	2	1	3	2	2	3	1	1
HOM03M002510	16	34	2	2	3	2	5	2	1	4	2	1	2	1	2	3	1	1
HOM03M002511	15	34	4	3	3	3	3	2	1	2	4	1	2	1	2	2	0	1
HOM03M002512	15	34	2	2	2	2	2	3	2	5	1	2	3	1	4	2	0	1
HOM03M002513	13	34	3	4	4	3	3	2	2	1	1	2	5	2	2	0	0	0
HOM03M002514	16	34	3	1	2	2	3	1	1	3	3	2	5	1	1	4	1	1
HOM03M002515	16	34	3	2	2	1	1	2	2	1	2	2	4	2	2	3	2	3
HOM03M002516	5	34	0	2	9	11	10	2	0	0	0	0	0	0	0	0	0	0
HOM03M002517	7	34	4	4	8	5	9	2	2	0	0	0	0	0	0	0	0	0
HOM03M002518	2	11	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0
HOM03M002519	1	34	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
HOM03M002520	14	34	2	2	2	2	3	2	1	1	3	2	4	2	2	6	0	0
HOM03M002521	10	34	4	8	2	7	6	2	2	1	0	0	0	1	1	0	0	0
HOM03M002522	14	34	4	3	3	2	1	2	1	2	2	1	2	8	1	2	0	0
HOM03M002523	14	34	2	1	1	1	1	1	1	9	2	1	2	7	3	2	0	0
HOM03M002524	12	34	2	0	2	1	2	3	4	2	5	3	3	4	3	0	0	0
HOM03M002525	16	34	3	2	2	2	2	2	2	3	2	3	4	2	2	1	1	1
HOM03M002526	15	34	2	2	2	1	2	2	2	3	2	2	3	3	6	1	0	1
HOM03M002527	16	34	2	1	2	2	2	2	2	2	2	2	3	2	2	3	3	2
HOM03M002528	15	34	3	2	2	2	2	2	2	2	2	4	4	2	2	2	1	0
HOM03M002529	16	34	2	3	2	2	5	2	2	2	1	2	2	2	2	3	1	1
HOM03M002530	15	34	2	6	1	2	1	1	1	5	2	1	2	1	2	5	2	0
HOM03M002531	16	34	5	3	3	3	3	3	2	2	1	1	2	1	1	2	1	1
HOM03M002532	16	34	5	1	1	1	1	3	2	5	4	1	3	1	2	1	2	1
HOM03M002533	14	34	4	2	2	2	3	2	2	4	2	2	3	2	2	2	0	0
HOM03M002534	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32
HOM03M002535	15	34	6	2	2	3	3	2	1	4	1	1	2	2	2	2	1	0
HOM03M002536	16	34	2	2	2	2	2	2	2	4	2	1	2	3	2	4	1	1
HOM03M002537	13	34	2	2	3	2	3	2	2	4	0	3	5	3	2	0	0	1
HOM03M002538	16	34	2	2	2	2	2	2	2	2	1	2	5	2	2	3	2	1
HOM03M002539	13	34	1	12	3	1	1	6	2	1	1	1	1	1	3	0	0	0
HOM03M002540	16	34	2	1	2	2	2	2	2	4	3	1	5	2	3	1	1	1
HOM03M002541	14	34	2	2	2	2	2	2	2	5	2	1	4	2	2	4	0	0
HOM03M002542	13	34	4	3	2	3	4	2	2	5	3	1	2	1	2	0	0	0
HOM03M002543	16	34	1	2	2	4	4	2	2	2	1	2	2	1	2	2	2	3
HOM03M002544	13	34	4	2	2	2	2	4	3	6	1	1	3	1	3	0	0	0
HOM03M002545	16	34	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3
HOM03M002546	15	34	3	2	2	2	2	1	1	4	2	1	4	0	3	4	2	1
HOM03M002547	15	34	2	3	2	2	1	1	1	2	3	3	3	3	5	2	0	1
HOM03M002548	14	34	2	2	2	2	3	2	2	4	4	2	4	1	3	1	0	0
HOM03M002549	16	34	3	2	3	2	1	3	1	4	3	1	3	2	3	1	1	1
HOM03M002550	16	34	5	2	3	2	4	2	2	2	1	2	2	1	1	3	1	1
HOM03M002551	15	34	1	1	2	2	2	4	3	3	1	2	3	2	4	3	0	1
HOM03M002552	15	34	3	2	0	2	2	2	3	4	2	1	2	2	3	4	1	1
HOM03M002553	15	34	4	2	3	2	0	2	2	3	3	1	3	1	2	4	1	1
HOM03M002554	16	34	4	1	2	2	4	2	2	2	2	2	3	3	2	1	1	1
HOM03M002555	14	34	1	12	1	1	1	1	1	4	1	1	1	2	3	4	0	0
HOM03M002556	16	34	2	1	1	3	3	1	1	1	1	11	1	1	3	1	2	1
HOM03M002557	15	34	2	2	3	2	3	2	3	3	2	3	1	1	3	3	0	1
HOM03M002558	14	34	4	3	2	2	3	2	3	4	3	1	3	1	2	1	0	0
HOM03M002559	16	34	4	2	2	2	2	2	1	4	2	2	3	2	1	3	1	1
HOM03M002560	13	34	4	2	2	2	3	1	1	4	3	2	4	3	3	0	0	0
HOM03M002561	16	34	2	2	1	3	2	3	2	2	2	3	2	4	2	2	1	1
HOM03M002562	13	34	3	1	1	2	2	1	1	6	4	3	4	2	4	0	0	0
HOM03M002563	14	34	2	2	2	2	2	2	2	5	2	2	3	3	3	2	0	0
HOM03M002564	16	34	2	2	2	1	1	2	1	5	2	4	2	1	2	5	1	1
HOM03M002565	15	34	2	4	3	2	2	2	2	1	3	2	4	2	3	1	1	0
HOM03M002566	16	34	3	2	2	2	2	2	1	4	2	3	3	2	3	1	1	1
HOM03M002567	15	34	3	2	2	2	2	3	2	4	2	1	4	2	2	2	0	1
HOM03M002568	16	33	3	4	1	3	3	1	1	2	2	2	2	2	1	4	1	1
HOM03M002569	16	33	3	2	2	2	2	1	2	2	3	2	2	2	2	3	1	2
HOM03M002570	16	33	2	2	2	3	3	1	1	2	4	2	2	1	4	2	1	1
HOM03M002571	16	33	5	2	2	1	2	2	3	2	2	2	2	2	1	2	2	1
HOM03M002572	14	32	1	2	1	0	1	2	3	2	2	2	6	3	2	4	0	1
HOM03M002573	15	33	2	2	2	1	1	1	1	3	1	1	5	2	1	9	0	1
HOM03M002574	14	33	1	0	1	1	1	1	1	8	4	2	3	3	5	1	0	1
HOM03M002575	16	33	3	2	2	2	2	2	2	3	2	2	3	2	2	2	1	1
HOM03M002576	15	33	3	4	2	2	2	2	2	2	1	4	2	0	1	3	2	1
HOM03M002577	16	33	2	1	2	2	2	2	1	1	2	2	5	1	2	3	2	3
HOM03M002578	14	33	3	2	2	1	1	2	1	2	3	3	7	2	3	1	0	0
HOM03M002579	14	33	1	2	5	2	4	2	1	2	2	2	4	3	2	1	0	0
HOM03M002580	16	33	3	6	1	2	3	2	1	3	1	1	2	1	1	2	1	3
HOM03M002581	11	33	3	4	4	2	1	2	4	5	0	0	4	3	1	0	0	0
HOM03M002582	16	33	3	1	2	3	4	1	1	4	1	1	2	2	1	5	1	1
HOM03M002583	16	33	2	2	2	2	2	1	1	3	3	5	2	2	2	2	1	1
HOM03M002584	16	33	2	2	2	2	2	2	2	3	4	4	1	2	2	1	1	1
HOM03M002585	16	33	2	1	2	1	6	1	2	2	1	3	1	1	3	2	1	4
HOM03M002586	14	33	4	2	1	1	1	1	4	5	1	5	2	1	4	1	0	0
HOM03M002587	8	32	4	8	4	3	6	1	5	0	0	1	0	0	0	0	0	0
HOM03M002588	16	33	2	3	3	2	2	3	2	3	1	1	3	1	1	3	1	2
HOM03M002589	6	33	0	9	7	6	8	2	1	0	0	0	0	0	0	0	0	0
HOM03M002590	14	33	2	0	1	2	2	2	0	6	2	1	2	1	2	4	3	3
HOM03M002591	16	33	3	2	2	3	3	2	2	3	3	1	2	1	2	2	1	1
HOM03M002592	14	33	2	2	2	2	2	2	2	5	2	2	3	2	2	3	0	0
HOM03M002593	7	33	1	4	11	4	5	6	2	0	0	0	0	0	0	0	0	0
HOM03M002594	16	33	2	2	3	2	4	4	3	1	1	1	3	1	2	2	1	1
HOM03M002595	15	33	4	2	3	2	2	2	3	2	2	2	3	1	2	2	0	1
HOM03M002596	5	33	0	0	0	0	0	0	0	0	3	1	17	9	3	0	0	0
HOM03M002597	11	33	4	3	3	3	3	3	2	5	0	0	4	2	1	0	0	0
HOM03M002598	13	33	3	2	2	2	2	2	2	4	3	2	4	2	3	0	0	0
HOM03M002599	16	33	2	2	1	4	5	2	1	1	1	1	2	1	4	4	1	1
HOM03M002600	13	33	2	3	2	3	3	2	3	4	3	3	2	1	2	0	0	0
HOM03M002601	13	33	1	1	1	1	1	0	1	5	4	3	5	4	4	2	0	0
HOM03M002602	14	33	1	1	1	1	1	1	1	2	6	3	8	2	4	1	0	0
HOM03M002603	7	33	5	6	5	5	4	5	3	0	0	0	0	0	0	0	0	0
HOM03M002604	16	32	3	2	1	2	4	2	1	2	2	1	4	2	1	3	1	1
HOM03M002605	13	33	3	3	3	3	3	3	2	1	3	2	3	2	2	0	0	0
HOM03M002606	16	33	3	3	3	2	2	3	3	2	2	1	2	1	2	1	2	1
HOM03M002607	15	33	5	6	1	1	1	1	2	2	1	2	2	1	6	1	0	1
HOM03M002608	15	33	2	1	1	1	1	1	1	6	2	1	2	3	2	4	0	5
HOM03M002609	14	33	2	2	1	2	2	2	2	3	3	2	3	2	2	5	0	0
HOM03M002610	2	33	0	0	0	0	0	0	0	0	20	0	0	0	13	0	0	0
HOM03M002611	16	33	1	2	2	3	2	3	2	1	1	2	5	1	2	4	1	1
HOM03M002612	2	14	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M002613	14	33	3	3	2	2	3	2	2	6	3	1	2	1	2	0	1	0
HOM03M002614	13	33	3	4	2	2	2	2	1	2	2	0	3	1	7	2	0	0
HOM03M002615	2	25	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M002616	15	33	2	4	2	2	2	2	2	3	3	2	3	2	2	0	1	1
HOM03M002617	15	33	2	2	2	2	2	2	3	0	1	1	3	6	1	1	2	3
HOM03M002618	13	33	0	1	1	4	3	2	2	2	2	1	4	5	2	4	0	0
HOM03M002619	9	33	4	5	3	4	4	3	3	6	0	0	1	0	0	0	0	0
HOM03M002620	16	33	4	2	2	2	1	2	2	2	2	2	2	1	5	2	1	1
HOM03M002621	16	33	2	2	2	2	2	2	2	1	3	2	3	3	2	3	1	1
HOM03M002622	16	33	2	1	1	1	1	1	2	2	2	4	4	2	5	2	1	2
HOM03M002623	16	33	4	3	3	3	3	2	4	1	1	1	1	2	2	1	1	1
HOM03M002624	15	33	2	0	2	2	2	1	1	7	2	1	2	2	3	4	1	1
HOM03M002625	16	33	3	2	1	2	2	2	1	4	3	2	2	2	2	3	1	1
HOM03M002626	14	33	3	0	1	1	1	2	2	3	4	3	5	3	2	2	0	1
HOM03M002627	16	33	1	1	2	1	1	2	2	2	2	2	4	1	1	2	4	5
HOM03M002628	14	33	5	1	3	1	1	2	1	2	1	2	6	3	3	2	0	0
HOM03M002629	15	33	3	2	2	2	0	2	2	4	2	2	5	1	2	2	1	1
HOM03M002630	14	31	3	4	3	2	3	2	4	1	2	2	2	1	1	1	0	0
HOM03M002631	16	33	1	2	2	2	2	2	2	3	2	2	3	2	2	4	1	1
HOM03M002632	16	33	3	2	2	3	2	2	1	7	2	1	2	1	1	2	1	1
HOM03M002633	15	32	1	2	2	3	2	2	1	2	3	1	6	3	2	1	1	0
HOM03M002634	16	33	3	2	2	2	3	2	1	3	2	1	2	1	3	2	1	3
HOM03M002635	15	32	5	1	0	4	6	1	1	1	2	1	2	1	1	3	1	2
HOM03M002636	16	33	1	2	2	2	3	2	1	1	2	1	2	1	2	7	3	1
HOM03M002637	15	33	2	1	2	2	2	2	2	3	2	1	2	2	2	7	1	0
HOM03M002638	16	33	2	2	3	2	3	2	1	4	2	1	3	1	2	3	1	1
HOM03M002639	16	33	3	2	2	2	1	2	2	2	3	1	2	2	2	2	2	3
HOM03M002640	14	33	5	2	2	2	2	2	2	5	1	1	2	2	1	4	0	0
HOM03M002641	13	33	4	2	2	2	2	2	2	5	2	2	4	1	3	0	0	0
HOM03M002642	16	33	2	2	2	2	4	2	2	2	1	2	2	1	1	4	2	2
HOM03M002643	13	33	4	6	3	2	3	2	2	4	1	2	2	1	1	0	0	0
HOM03M002644	12	33	4	2	2	2	2	2	3	4	0	4	4	2	2	0	0	0
HOM03M002645	15	33	3	2	1	2	2	2	1	3	7	1	3	0	2	1	1	2
HOM03M002646	15	33	5	2	2	4	1	3	1	2	1	2	3	3	2	1	0	1
HOM03M002647	13	33	3	4	3	4	5	3	1	3	2	1	2	1	1	0	0	0
HOM03M002648	15	33	3	2	2	2	2	2	2	3	3	1	3	3	2	2	0	1
HOM03M002649	16	33	5	2	2	2	3	2	2	1	1	1	2	2	1	5	1	1
HOM03M002650	16	33	3	1	2	2	2	2	2	3	2	2	2	2	1	4	2	1
HOM03M002651	13	33	4	2	2	2	3	2	2	3	4	2	4	2	0	1	0	0
HOM03M002652	2	33	0	0	0	25	8	0	0	0	0	0	0	0	0	0	0	0
HOM03M002653	13	33	3	2	2	3	1	2	1	4	3	2	6	0	3	1	0	0
HOM03M002654	16	33	5	2	2	3	3	2	2	4	1	1	2	1	1	2	1	1
HOM03M002655	16	33	1	3	2	1	1	2	3	2	2	1	4	2	4	3	1	1
HOM03M002656	13	33	6	3	3	3	3	2	3	2	1	1	3	1	2	0	0	0
HOM03M002657	14	33	2	1	2	2	2	2	2	4	3	3	4	2	3	1	0	0
HOM03M002658	15	33	8	2	8	1	1	2	2	2	1	1	1	1	1	1	0	1
HOM03M002659	16	33	1	2	2	3	3	2	2	4	2	1	5	1	1	2	1	1
HOM03M002660	16	33	2	2	2	2	2	2	2	2	2	2	3	4	2	2	1	1
HOM03M002661	16	32	2	2	2	2	2	2	1	3	1	2	4	2	1	4	1	1
HOM03M002662	16	33	3	2	2	2	3	2	2	3	2	2	2	2	2	2	1	1
HOM03M002663	15	33	2	0	2	1	2	1	2	3	2	4	2	2	4	4	1	1
HOM03M002664	12	32	3	4	3	3	3	2	1	2	0	3	3	2	3	0	0	0
HOM03M002665	15	32	4	3	2	2	2	2	2	2	2	1	3	2	2	2	1	0
HOM03M002666	14	32	3	2	2	2	2	2	2	7	1	1	2	3	2	1	0	0
HOM03M002667	15	32	4	2	2	2	2	2	2	4	1	2	2	1	2	3	0	1
HOM03M002668	16	32	4	1	2	4	5	2	1	2	1	1	2	1	1	3	1	1
HOM03M002669	14	32	5	2	3	2	2	2	2	3	1	1	4	2	1	2	0	0
HOM03M002670	15	32	2	1	1	1	1	2	1	2	4	1	7	3	2	2	0	2
HOM03M002671	15	32	1	2	2	2	3	1	1	3	1	3	4	2	1	0	1	5
HOM03M002672	14	32	2	2	2	1	2	1	2	3	2	4	5	2	3	1	0	0
HOM03M002673	16	32	7	1	2	2	2	3	2	2	2	1	3	1	1	1	1	1
HOM03M002674	12	32	3	2	2	3	3	3	4	3	2	1	3	0	3	0	0	0
HOM03M002675	15	32	2	2	2	2	2	2	2	4	2	2	3	2	2	0	2	1
HOM03M002676	13	32	1	1	1	1	1	1	1	4	6	3	6	3	3	0	0	0
HOM03M002677	14	32	6	2	2	2	2	2	3	2	2	3	2	2	1	0	0	1
HOM03M002678	16	32	2	2	3	1	2	2	1	3	1	2	7	1	1	2	1	1
HOM03M002679	16	32	5	2	2	2	2	1	1	2	1	2	6	2	1	1	1	1
HOM03M002680	15	32	1	1	1	2	2	2	1	6	3	2	2	2	2	4	0	1
HOM03M002681	4	32	0	8	4	0	0	4	16	0	0	0	0	0	0	0	0	0
HOM03M002682	13	32	1	0	1	2	2	2	1	3	6	3	4	2	3	2	0	0
HOM03M002683	14	32	2	3	4	1	1	3	2	1	1	1	1	9	2	0	0	1
HOM03M002684	16	32	2	2	2	2	2	2	2	1	2	2	6	1	3	1	1	1
HOM03M002685	15	32	2	1	2	2	2	2	2	4	2	1	4	2	2	3	1	0
HOM03M002686	16	32	2	1	3	2	2	3	2	3	3	1	2	2	2	2	1	1
HOM03M002687	14	32	2	2	2	2	2	2	2	4	2	2	3	2	4	1	0	0
HOM03M002688	15	32	3	1	4	4	1	4	2	1	1	1	2	3	3	1	0	1
HOM03M002689	16	32	4	1	2	2	6	1	1	1	3	1	4	2	1	1	1	1
HOM03M002690	14	32	3	2	3	2	3	3	2	4	1	0	2	2	2	2	1	0
HOM03M002691	15	32	2	3	2	3	3	2	2	2	2	1	2	2	1	4	0	1
HOM03M002692	16	32	2	1	1	1	2	1	1	1	3	2	3	2	6	4	1	1
HOM03M002693	16	32	1	2	1	2	2	5	3	2	3	2	2	3	1	1	1	1
HOM03M002694	14	32	3	2	2	2	2	2	2	3	1	2	4	2	2	0	0	3
HOM03M002695	16	32	3	1	2	2	3	2	2	2	2	1	2	1	2	5	1	1
HOM03M002696	2	32	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
HOM03M002697	15	32	3	1	2	2	2	2	2	1	1	3	1	4	3	4	0	1
HOM03M002698	15	32	2	2	4	2	2	2	3	1	1	1	1	5	2	3	0	1
HOM03M002699	15	32	4	1	2	2	2	2	2	3	2	2	3	2	2	2	1	0
HOM03M002700	16	32	7	2	2	3	3	3	2	1	1	1	2	1	1	1	1	1
HOM03M002701	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
HOM03M002702	8	31	0	1	2	0	2	0	2	0	0	15	6	2	1	0	0	0
HOM03M002703	16	32	2	2	1	2	2	2	2	3	1	2	2	1	2	4	2	2
HOM03M002704	14	32	1	2	1	3	5	3	1	1	3	1	4	2	4	1	0	0
