gf_id	species	genes	zma	sbi	sit	osa	osaindica	bdi	hvu	mac	ath	cpa	ptr	vvi	sly	ppa	olu	cre
HOM03M009954	6	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M009955	6	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M009956	1	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
HOM03M009957	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
HOM03M009958	4	6	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M009959	6	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M009960	6	6	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
HOM03M009961	4	6	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M009962	3	6	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M009963	2	6	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0
HOM03M009964	6	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M009965	5	6	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M009966	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
HOM03M009967	4	5	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0
HOM03M009968	1	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
HOM03M009969	5	5	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0
HOM03M009970	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HOM03M009971	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M009972	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M009973	2	5	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
HOM03M009974	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HOM03M009975	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M009976	3	5	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M009977	5	5	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M009978	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M009979	5	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M009980	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M009981	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M009982	2	5	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M009983	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M009984	4	5	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M009985	2	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
HOM03M009986	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M009987	1	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
HOM03M009988	2	5	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M009989	5	5	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
HOM03M009990	1	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
HOM03M009991	5	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M009992	2	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M009993	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M009994	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M009995	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M009996	2	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
HOM03M009997	1	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
HOM03M009998	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M009999	5	5	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M010000	5	5	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M010001	3	5	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0
HOM03M010002	5	5	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
HOM03M010003	3	5	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0
HOM03M010004	4	5	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0
HOM03M010005	5	5	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
HOM03M010006	4	5	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
HOM03M010007	3	5	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010008	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010009	5	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010010	4	5	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010011	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010012	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010013	4	5	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010014	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010015	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010016	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010018	5	5	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0
HOM03M010019	3	5	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010020	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010021	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010022	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010023	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
HOM03M010024	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
HOM03M010025	4	5	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0
HOM03M010026	4	5	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010027	3	5	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010028	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010029	2	5	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
HOM03M010030	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010031	4	5	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0
HOM03M010032	3	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010033	5	5	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
HOM03M010034	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010035	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010036	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M010037	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010038	3	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0
HOM03M010039	3	5	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
HOM03M010040	4	5	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010041	5	5	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
HOM03M010042	2	5	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
HOM03M010043	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010044	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010045	2	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010046	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010047	2	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M010048	3	5	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010049	4	5	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010050	3	5	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0
HOM03M010051	4	5	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0
HOM03M010052	2	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010053	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010054	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010055	3	5	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HOM03M010056	4	5	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010057	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010058	2	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010059	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M010060	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010061	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010062	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010063	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010064	2	5	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010065	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010066	4	5	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010067	2	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010068	1	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010069	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010070	2	5	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010071	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010072	2	5	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010073	2	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010074	2	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010075	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010076	2	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010077	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M010078	4	5	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0
HOM03M010079	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010080	4	5	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010081	4	5	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0
HOM03M010082	4	5	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010083	3	5	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0
HOM03M010084	3	5	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
HOM03M010085	2	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
HOM03M010086	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010087	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M010088	4	5	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010089	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010090	2	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
HOM03M010091	3	5	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M010092	2	5	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
HOM03M010093	3	5	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010094	5	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
HOM03M010095	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010096	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010097	4	5	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0
HOM03M010098	2	5	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
HOM03M010099	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HOM03M010100	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010101	5	5	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0
HOM03M010102	5	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010103	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010104	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010105	2	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010106	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010107	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
HOM03M010108	1	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
HOM03M010109	3	5	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0
HOM03M010110	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010111	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
HOM03M010112	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010113	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010114	3	5	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
HOM03M010115	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
HOM03M010116	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010117	4	5	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
HOM03M010118	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010119	2	5	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010120	2	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
HOM03M010121	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010122	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010123	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010124	5	5	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
HOM03M010125	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010126	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M010127	2	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
HOM03M010128	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010129	2	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
HOM03M010130	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010131	2	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010132	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010133	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010134	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010135	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010136	5	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010137	4	5	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010138	4	5	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0
HOM03M010139	3	5	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010140	2	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
HOM03M010141	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
HOM03M010142	3	5	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0
HOM03M010143	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
HOM03M010144	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M010145	3	5	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010146	5	5	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M010147	3	5	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
HOM03M010148	1	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
HOM03M010149	2	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
HOM03M010150	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010151	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010152	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HOM03M010153	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010154	4	5	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0
HOM03M010155	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010156	5	5	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0
HOM03M010157	3	5	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0
HOM03M010158	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010159	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HOM03M010160	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010161	5	5	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010162	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010163	3	5	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
HOM03M010164	3	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1
HOM03M010165	1	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
HOM03M010166	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010167	3	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1
HOM03M010168	2	5	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0
HOM03M010169	3	5	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010170	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010171	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
HOM03M010172	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010173	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
HOM03M010174	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010175	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010176	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010177	5	5	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010178	4	5	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010179	5	5	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
HOM03M010180	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010181	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010182	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010183	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010184	2	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010185	1	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
HOM03M010186	4	5	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0
HOM03M010187	2	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M010188	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
HOM03M010189	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010190	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010191	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010192	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010193	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010194	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010195	3	5	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010196	2	5	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010197	2	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010198	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010199	2	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
HOM03M010200	5	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
HOM03M010201	1	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
HOM03M010202	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M010203	4	5	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
HOM03M010204	1	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
HOM03M010205	3	5	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0
HOM03M010206	3	5	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0
HOM03M010207	2	5	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
HOM03M010208	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010209	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010210	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010211	5	5	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010212	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010213	1	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
HOM03M010214	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010215	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
HOM03M010216	5	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010217	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010218	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010219	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010220	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010221	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010222	3	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2
HOM03M010223	4	5	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0
HOM03M010224	4	5	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0
HOM03M010225	4	5	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010226	4	5	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M010227	4	5	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0
HOM03M010228	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010229	3	5	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0
HOM03M010230	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010231	5	5	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0
HOM03M010232	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010233	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
HOM03M010234	4	5	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0
HOM03M010235	2	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
HOM03M010236	3	5	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0
HOM03M010237	2	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0
HOM03M010238	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010239	5	5	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
HOM03M010240	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010241	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010242	1	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
HOM03M010243	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010244	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010245	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
HOM03M010246	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
HOM03M010247	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010248	2	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M010250	5	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010251	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M010252	2	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M010253	1	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
HOM03M010254	4	5	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0
HOM03M010255	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010256	4	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M010257	2	5	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
HOM03M010258	2	5	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
HOM03M010259	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
HOM03M010260	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010261	3	5	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
HOM03M010262	5	5	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
HOM03M010263	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
HOM03M010264	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
HOM03M010265	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
HOM03M010266	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010267	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
HOM03M010268	5	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
HOM03M010269	3	5	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0
HOM03M010270	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HOM03M010271	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
