single1	single2
BD1G34800	SB10G029520
BD2G11490	SB03G012430
BD5G22027	SB03G035650
BD5G10400	SB06G017010
BD4G08810	SB04G002460
BD5G08320	SB06G014000
BD3G54680	SB04G036500
BD4G38147	SB02G011290
BD1G26457	SB02G034425
BD2G37840	SB02G034460
BD3G08100	SB04G007580
BD3G27505	SB10G005190
BD4G08620	SB02G013190
BD1G28410	SB02G032870
BD2G43770	SB03G028160
BD2G56240	SB07G004300
BD5G16340	SB06G023210
BD4G13720	SB05G024500
BD2G16210	SB09G008032
BD3G22960	SB03G041670
BD5G12847	SB06G019420
BD5G10290	SB06G016950
BD3G20690	SB09G002220
BD1G68140	SB01G041110
BD5G13710	SB06G020530
BD3G43700	SB04G020040
BD1G69350	SB01G042290
BD3G53880	SB04G035680
BD2G61930	SB03G047190
BD1G23140	SB02G037800
BD5G04600	SB01G033230
BD1G59740	SB08G020160
BD3G05286	SB04G004740
BD3G26980	SB01G021650
BD5G23715	SB06G030440
BD2G15950	SB09G028980
BD5G07180	SB06G009810
BD4G39695	SB08G008270
BD2G06627	SB03G002210
BD5G11360	SB06G017540
BD2G33630	SB09G005620
BD2G52920	SB03G037610
BD4G20557	SB01G001720
BD5G17390	SB06G024210
BD1G22930	SB02G038020
BD1G34950	SB10G029760
BD2G28087	SB09G017520
BD3G34780	SB07G019480
BD4G07780	SB03G027220
BD1G12110	SB01G011540
BD1G75460	SB01G047320
BD5G22280	SB06G029010
BD1G67990	SB06G018690
BD2G57887	SB03G042950
BDCG00540	SBCG00640
BD1G64530	SB01G037500
BD2G10670	SB03G011180
BD1G27595	SB02G033410
BD1G12100	SB01G011530
BD4G34660	SB02G029290
BD5G05920	SB01G003350
BD2G07437	SB03G001220
BD3G47417	SB04G024495
BD2G03487	SB03G008910
BD3G36437	SB07G020950
BD3G03790	SB04G003500
BD3G47860	SB04G025040
BD4G35130	SB02G029800
BD1G19710	SB02G041060
BD3G55210	SB04G037040
BD2G53990	SB03G038770
BD1G65180	SB01G038200
BD1G37220	SB10G022880
BD2G51610	SB03G036220
BD1G17665	SB02G043020
BD3G27660	SB01G020820
BD2G26310	SB09G019570
BD4G36790	SB02G031530
BD2G60097	SB03G045190
BD5G02260	SB02G003450
BD2G32240	SB09G006900
BD4G29840	SB02G024280
BD2G19530	SB09G025910
BD5G00720	SB01G006150
BD2G19240	SB09G026200
BD2G49727	SB03G034470
BD1G72092	SB01G044750
BD3G06860	SB04G006390
BD1G46520	SB10G006560
BD4G39530	SB08G009421
BD1G56120	SB02G004010
BD1G61170	SB01G034020
BD3G60040	SB04G035050
BD3G22350	SB07G012110
BD5G11940	SB06G018450
BD5G21360	SB06G028170
BD5G21040	SB06G027910
BD1G66960	SB01G039920
BD1G02780	SB01G002520
BD4G31750	SB02G026190
BD1G14877	SB01G014940
BD2G60730	SB03G045690
BD4G30000	SB02G024470
BD3G15890	SB07G004570
BD3G34360	SB01G028100
BD1G70880	SB09G005625
BD2G25800	SB09G019840
BD2G43400	SB03G027790
BD1G12210	SB01G011720
BD3G60470	SB04G038260
BD1G33110	SB02G032890
BD3G45977	SB04G022920
BD1G20180	SB02G040565
BD1G38700	SB10G020580
BD1G61360	SB01G034230
BD1G08790	SB01G008240
BD3G55690	SB04G037560
BD3G50670	SB01G033500
BD1G11610	SB01G010980
BD4G42850	SB06G026730
BD2G12600	SB03G013720
BD2G61360	SB03G046460
BD4G04370	SB08G018490
BD1G72880	SB01G045410
BD2G35110	SB09G004280
BD5G27617	SB06G034170
BD4G20190	SB09G012290
BD3G10090	SB04G010260
BD1G59190	SB02G000766
BD1G27880	SB02G041080
BD4G37160	SB02G031980
BD1G15040	SB01G015060
BD3G01450	SB04G001123
BD3G11120	SB01G045870
BD1G49580	SB10G001630
BD2G02770	SB03G006530
BD1G23480	SB02G037540
BD3G02930	SB04G002650
BD2G45130	SB03G029480
BD3G53560	SB04G029720
BD1G43200	SB10G010880
BD3G22650	SB10G012821
BD3G10760	SB04G005560
BD1G65860	SB01G038770
BD1G65467	SB01G038375
BD5G17970	SB06G024880
BD5G14120	SB06G020950
BD5G03697	SB06G001950
BD1G65920	SB01G038830
BD5G07397	SB06G012940
BD2G08970	SB03G009710
BD1G09177	SB01G008570
BD5G16380	SB06G023260
BD1G74860	SB01G046780
BD1G14620	SB01G014610
BD3G10360	SB04G011030
BD1G57390	SB02G003250
BD2G37817	SB09G002090
BD3G01680	SB01G029910
BD2G39200	SB09G001120
BD1G69380	SB01G042340
BD1G47407	SB10G005560
BD1G76000	SB01G047900
BD2G47660	SB03G032340
BD1G01300	SB01G000900
BD1G10060	SB01G009490
BD5G09940	SB06G016450
BD5G12490	SB06G019080
BD4G31350	SB02G013170
BD4G43310	SB08G001270
BD1G48360	SB10G004550
BD4G44260	SB06G020880
BD3G34990	SB07G019250
BD1G19670	SB02G041120
BD4G23300	SB10G012200
BD1G76835	SB01G048810
BD1G50045	SB04G000350
BD2G05487	SB03G003380
BD2G45400	SB03G029800
BD5G21850	SB06G028550
BD3G57857	SB04G034300
BD4G37490	SB02G032340
BD1G44700	SB10G008640
BD1G28300	SB02G032950
BD3G11000	SB04G009920
BD1G16240	SB01G032310
BD1G29077	SB10G021660
BD1G31400	SB10G026220
BD3G33870	SB01G028550
BD2G55417	SB03G040370
BD2G26440	SB09G019470
BD2G15290	SB09G029710
BD2G01560	SB03G007830
BD1G22566	SB02G038360
BD3G40300	SB07G027330
BD2G58200	SB03G043310
BD1G35820	SB10G024390
BD4G06630	SB08G016307
BD4G38520	SB02G012020
BD1G67190	SB01G040140
BD3G53480	SB04G029790
BD2G25240	SB09G020490
BD3G48550	SB04G025780
BD2G11090	SB03G011650
BD5G23240	SB06G029970
BD2G07430	SB03G001230
BD5G18670	SB06G025700
BD1G65687	SB01G038610
BD2G23200	SB09G022630
BD3G59860	SB04G028580
BD2G53107	SB03G037800
BD2G07190	SB03G001530
BD1G11550	SB01G010940
BD4G23700	SB05G005350
BD4G39640	SB08G008290
BD4G35920	SB02G030670
BD3G55590	SB04G037475
BD3G52040	SB04G031440
BD1G13250	SB01G012920
BD1G20140	SB02G040590
BD2G45490	SB03G029930
BD3G23267	SB07G006130
BD2G10170	SB03G010770
BD5G16830	SB06G023700
BD1G65650	SB01G038570
BD5G23790	SB06G030510
BD1G53780	SB02G006670
BD3G26377	SB01G022205
BD4G30660	SB02G025130
BD1G47387	SB10G005620
BD3G60460	SB04G038250
BD4G40560	SB08G005650
BD2G15820	SB09G029100
BD1G08200	SB01G007650
BD1G54457	SB02G006020
BD1G34717	SB10G029430
BD3G08040	SB04G007460
BD3G29600	SB06G030840
BD2G09800	SB03G010370
BD3G16420	SB07G004030
BD1G42030	SB10G015890
BD2G06410	SB03G002470
BD4G08840	SB02G003920
BD1G13226	SB01G012890
BD2G18890	SB09G026530
BD1G09940	SB01G009360
BD1G36277	SB06G031870
BD3G48740	SB04G025990
BD2G53620	SB03G038330
BD4G33700	SB02G028340
BD5G19760	SB06G026840
BD3G17550	SB07G003220
BD2G32277	SB09G006650
BD4G12940	SB04G021030
BD2G30400	SB09G010000
BD3G29190	SB07G027720
BD1G11390	SB01G010320
BD1G64620	SB01G037590
BD3G18920	SB07G007750
BD1G44730	SB10G008620
BD2G56250	SB03G041090
BD4G20700	SB05G009740
BD1G19697	SB02G008412
BD5G18260	SB06G025230
BD2G06010	SB03G002840
BD4G27460	SB02G019440
BD4G08070	SB05G012453
BD1G70420	SB01G043250
BD3G47034	SB04G024120
BD1G51470	SB10G002540
BD3G09300	SB04G008790
BD1G02080	SB01G001680
BD2G13780	SB03G015470
BD3G33377	SB01G003980
BD2G08910	SB03G009600
BD5G23190	SB06G029910
BD3G21280	SB07G028880
BD3G01330	SB01G035210
BD1G37430	SB10G022630
BD2G53160	SB03G037850
BD1G07710	SB03G023230
BD2G27740	SB09G018190
BD5G10270	SB06G016940
BD3G11460	SB04G010120
BD4G18830	SB05G017930
BD1G15340	SB01G015500
BD1G42700	SB10G012210
BD2G34900	SB09G004480
BD1G05156	SB01G004870
BD4G05817	SB08G017030
BD4G03114	SB08G019770
BD2G31680	SB09G008160
BD1G35210	SB10G030130
BD5G19940	SB06G026960
BD3G05050	SB04G004550
BD1G18740	SB02G042020
BD1G21770	SB02G038950
BD3G30370	SB01G017640
BD2G09707	SB03G010270
BD1G69557	SB01G042484
BD3G10200	SB04G010390
BD3G10980	SB07G009530
BD1G67630	SB01G040610
BD1G19130	SB02G041680
BD3G39600	SB07G028250
BD1G26080	SB02G034900
BD2G31270	SB00G00985
BD1G15170	SB01G015270
BD5G23270	SB06G030015
BD4G02747	SB08G020180
BD2G45970	SB03G030570
BD1G33960	SB10G028700
BD4G05590	SB08G017200
BD4G33377	SB02G027960
BD3G31980	SB01G030690
BD1G43110	SB10G011050
BD3G40220	SB07G027470
BD5G17027	SB06G023900
BD4G19220	SB05G016800
BD1G13490	SB01G013180
BD1G51220	SB10G003040
BD5G07790	SB06G011800
BD2G47380	SB03G032010
BD1G29500	SB10G031120
BD2G43390	SB03G027780
BD1G02910	SB01G002470
BD1G32820	SB10G027440
BD1G35910	SB10G024340
BD2G53900	SB03G038690
BD5G25980	SB06G032710
BD5G16200	SB06G023050
BD1G68970	SB01G041840
BDCG00220	SBCG00270
BD2G00986	SB03G008310
BD1G05520	SB01G005220
BD1G65767	SB01G038660
BD5G25810	SB06G032540
BD2G50830	SB03G035490
BD3G07530	SB04G007030
BD1G73720	SB01G045880
BD2G04317	SB03G004530
BD3G29740	SB01G018460
BD1G14760	SB09G021220
BD2G07280	SB03G001370
BD2G53710	SB03G038440
BD2G43367	SB03G027760
BD2G54000	SB03G038780
BD3G52650	SB04G030680
BD4G35060	SB02G029740
BD2G08600	SB03G000260
BD3G53490	SB04G029780
BD2G40880	SB03G025150
BD1G01220	SB01G000830
BD4G07620	SB09G019730
BD2G48640	SB03G033320
BD3G46050	SB04G023090
BD3G16515	SB07G003870
BD3G01887	SB04G001640
BD1G35150	SB10G030100
BD3G19440	SB07G010220
BD3G53330	SB04G029930
BD5G15402	SB06G022270
BD3G27420	SB01G021120
BD3G02612	SB04G002240
BD1G09780	SB05G023500
BD1G03860	SB01G003380
BD4G40760	SB08G005390
BD1G06410	SB01G005940
BD2G16537	SB09G028510
BD1G52720	SB03G031580
BD5G20800	SB06G027580
BD1G10300	SB01G009710
BD2G58030	SB03G043110
BD4G37180	SB02G032010
BD1G44750	SB10G008590
BD2G61420	SB03G046520
BD1G76740	SB01G048740
BD2G01890	SB03G007150
BD2G23430	SB09G022420
BD4G06100	SB08G016740
BD3G33910	SB01G028485
BD5G15750	SB06G022650
BD5G27580	SB06G034120
BD2G53890	SB03G038680
BD1G04800	SB01G004430
BD1G63890	SB01G036850
BD2G36330	SB09G003490
BD4G30297	SB02G024705
BD1G38630	SB03G043130
BD3G55130	SB04G036960
BD1G68030	SB01G041020
BD1G59500	SB02G000550
BD1G00830	SB01G000446
BD3G30780	SB01G017530
BD1G21360	SB02G039690
BD5G00560	SB06G001560
BD4G21025	SB05G006980
BD1G69790	SB01G042760
BD1G71400	SB01G044030
BD1G76380	SB01G048330
BD3G55330	SB04G037190
BD3G37280	SB07G022020
BD3G54150	SB04G036010
BD3G20720	SB02G023760
BD5G19090	SB06G026150
BD4G24377	SB05G004600
BD5G15990	SB06G022850
BD1G31640	SB10G026400
BD2G06220	SB03G002620
BD5G08590	SB06G014650
BD2G20600	SB09G024790
BD3G46880	SB04G023940
BD1G71517	SB01G044120
BD1G11557	SB01G010950
BD1G71480	SB01G044080
BD1G61610	SB01G034490
BD3G14440	SB07G002720
BD1G03550	SB02G001020
BD2G41250	SB03G025420
BD3G36960	SB07G021600
BD5G23500	SB06G030280
BD1G02930	SB01G002440
BD3G28257	SB01G019810
BD5G03850	SB06G006510
BD2G61490	SB03G046650
BD1G53910	SB02G006510
BD1G57060	SB02G003395
BD4G33570	SB02G028230
BD1G68690	SB01G041590
BD2G13200	SB03G013250
BD1G21647	SB03G004500
BD2G35610	SB09G003960
BD4G31790	SB02G026250
BD3G21740	SB07G015050
BD3G06280	SB04G005830
BD4G34140	SB02G028850
BD1G44577	SB10G008740
BD1G12940	SB01G012550
BD3G41040	SB07G026420
BD4G30210	SB02G024630
BD5G15310	SB06G022170
BD3G55905	SB04G037840
BD2G61410	SB03G046510
BD2G46970	SB03G031620
BD4G33400	SB02G028010
BD1G09870	SB01G009310
BD2G34480	SB09G005000
BD2G10260	SB03G010850
BD1G14380	SB01G014240
BD1G31767	SB10G026510
BD2G43070	SB03G027375
BD3G01730	SB04G001450
BD2G21136	SB09G024330
BD1G07132	SB01G006620
BD1G50890	SB10G003430
BD3G44100	SB04G020660
BD2G07272	SB03G001380
BD1G75800	SB04G001580
BD2G49580	SB03G034320
BD2G50670	SB03G035330
BD1G28600	SB02G011000
BD1G28560	SB02G012360
BD4G06500	SB08G016460
BD1G11510	SB01G010220
BD3G34245	SB01G027930
BD1G00880	SB01G000480
BD1G73830	SB01G045990
BD5G26880	SB06G033690
BD1G30930	SB10G025660
BD3G46410	SB04G023490
BD3G28470	SB01G019580
BD2G19260	SB01G008440
BD3G57425	SB04G034700
BD1G18595	SB02G042410
BD2G26900	SB09G019120
BD5G27040	SB06G033790
BD2G09550	SB03G010160
BD1G63277	SB01G036220
BD3G46950	SB04G024040
BD4G40364	SB08G006420
BD3G41650	SB07G025750
BD3G46140	SB04G023250
BD3G41500	SB07G025940
BD3G11450	SB04G005660
BD2G48510	SB03G033150
BD1G10310	SB01G009730
BD5G20997	SB03G040220
BD4G22220	SB05G008750
BD5G22350	SB06G029090
BD3G42830	SB07G024160
BD3G17710	SB07G005870
BD5G01450	SB06G001070
BD1G23040	SB02G037920
BD2G58077	SB03G043170
BD4G20740	SB05G006530
BD2G19790	SB01G002880
BD3G41350	SB07G026120
BD3G35130	SB07G019170
BD1G29287	SB10G031250
BD1G50280	SB10G001110
BD5G08480	SB06G014880
BD2G02976	SB03G006260
BD2G40570	SB03G024040
BD1G12320	SB01G011830
BD1G66040	SB01G038920
BD2G40980	SB03G024890
BD1G35600	SB10G024680
BD1G61440	SB02G033610
BD3G16192	SB07G004230
BD2G41350	SB03G025510
BD2G48220	SB03G032910
BD1G03890	SB04G038300
BD3G20730	SB10G020510
BD4G30665	SB02G025140
BD1G28580	SB02G011005
BD3G47157	SB04G024210
BD5G14480	SB06G021330
BD5G24730	SB06G031220
BD2G51550	SB03G036180
BD2G62090	SB03G047320
BD3G43230	SB04G017520
BD1G11960	SB01G011410
BD4G31290	SB02G025775
BD1G44830	SB10G008490
BD4G37400	SB02G032290
BD2G24230	SB09G021460
BD3G13640	SB07G001430
BD1G69090	SB01G041940
BD1G71770	SB01G044420
BD1G24410	SB02G036580
BD2G34160	SB09G005310
BD5G24830	SB06G031560
BD3G47560	SB04G024640
BD1G75990	SB01G047880
BD4G16480	SB03G030290
BD2G21980	SB03G011040
BD1G24580	SB02G036530
BD4G05890	SB08G016990
BD4G35310	SB02G029940
BD1G03600	SB01G003090
BD1G78690	SB01G050680
BD5G11370	SB06G017530
BD1G73200	SB01G045750
BD3G48390	SB04G025570
BD4G27740	SB02G020770
BD1G75900	SB01G047790
BD4G38680	SB02G012340
BD2G08905	SB03G009590
BD1G77910	SB01G050030
BD2G02990	SB03G006240
BD2G48140	SB03G032820
BD3G17857	SB07G006030
BD2G50717	SB03G035380
BD1G57050	SB02G003400
BD1G41640	SB10G028430
BD3G38350	SB07G023270
BD5G24620	SB06G031340
BD3G54540	SB04G036390
BD2G18280	SB09G026960
BD1G10960	SB01G010810
BD4G19450	SB05G012520
BD2G58160	SB03G043260
BD2G01810	SB03G007510
BD4G07534	SB08G014050
BD1G66790	SB01G039770
BD4G28340	SB02G022470
BD3G55960	SB04G037890
BD3G29390	SB01G018820
BD1G01890	SB01G001490
BD2G08380	SB03G000310
BD1G13920	SB01G013720
BD1G24740	SB02G036400
BD1G60977	SB01G033840
BD4G43030	SB08G001110
BD2G52930	SB03G037620
BD1G56730	SB01G036980
BD1G50850	SB10G003470
BD2G46450	SB03G031010
BD1G33060	SB10G027630
BD3G40395	SB07G027170
BD1G45460	SB10G007785
BD2G10377	SB03G011030
BD5G26090	SB06G032860
BD2G58500	SB03G041490
BD5G05700	SB06G007950
BD1G64550	SB01G037520
BD5G12547	SB06G019130
BD1G24070	SB04G027110
BD1G09230	SB01G008655
BD1G24170	SB02G036830
BD5G26567	SB06G033610
BD3G14480	SB07G002750
BD1G22490	SB02G038430
BD1G70067	SB01G043110
BD5G21790	SB06G028500
BD1G65230	SB01G038245
BD1G29920	SB10G030400
BD3G17147	SB07G003310
BD1G03400	SB01G002830
BD3G36130	SB07G020630
BD5G13737	SB06G020570
BD1G68697	SB01G041600
BD2G31520	SB09G022000
BD3G29007	SB01G019080
BD3G32620	SB01G030090
BD3G47650	SB04G024800
BD2G25250	SB09G020470
BD5G16055	SB06G022900
BD1G28150	SB02G033050
BD3G55360	SB04G037215
BD3G51310	SB04G032350
BD1G38525	SB06G000810
BD2G49220	SB03G034020
BD1G36140	SB10G023990
BD1G33080	SB10G027670
BD3G27110	SB01G021360
BD1G31100	SB10G025780
BD1G69740	SB01G042720
BD2G20780	SB09G024670
BD2G25807	SB09G019830
BD5G12770	SB06G019340
BD3G38320	SB07G023240
BD5G10830	SB05G009986
BD1G50910	SB07G024050
BD4G06665	SB08G016270
BD3G49650	SB04G026960
BD5G08970	SB06G015270
BD1G00910	SB01G000520
BD3G04510	SB10G027865
BD3G07630	SB04G007120
BD4G22750	SB05G009490
BD1G77210	SB01G049210
BD2G59550	SB03G044730
BD2G56281	SB03G041130
BD4G28680	SB02G022930
BD1G66090	SB01G038960
BD1G37710	SB10G022360
BD5G14610	SB06G021490
BD4G27830	SB02G020880
BD3G29380	SB01G018830
BD2G55520	SB03G040470
BD1G64200	SB01G037180
BD5G13290	SB06G019910
BD3G50820	SB04G032730
BD3G07170	SB04G006640
BD1G20320	SB02G040400
BD1G23620	SB02G037400
BD4G03737	SB08G019140
BD5G23900	SB06G030560
BD2G11840	SB03G012790
BD2G62780	SB06G000240
BD5G22590	SB06G029320
BD3G07580	SB04G007100
BD2G58240	SB03G043330
BD1G77680	SB01G049710
BD4G07150	SB08G018860
BD3G40147	SB07G027540
BD3G37450	SB09G015460
BD2G44467	SB03G028870
BD1G25250	SB02G035850
BD5G17590	SB06G024500
BD2G41200	SB03G025370
BD2G53150	SB03G037840
BD1G71460	SB01G044060
BD3G08010	SB04G007370
BD1G24940	SB02G036200
BD1G75160	SB01G047030
BD4G06930	SB08G015490
BD1G34120	SB10G028890
BD1G07577	SB01G007090
BD1G72870	SB01G045390
BD2G49467	SB03G034240
BD2G41510	SB03G025750
BD1G01120	SB01G000740
BD1G10120	SB01G009530
BD1G50440	SB10G001180
BD1G38640	SB10G020440
BD1G19265	SB02G041560
BD5G22420	SB06G029190
BD5G24842	SB06G031580
BD2G33350	SB09G005910
BD3G28882	SB01G019190
BD4G21200	SB07G024000
BD3G24760	SB01G022300
BD1G76200	SB01G048120
BD4G05760	SB08G017040
BD3G39770	SB07G028065
BD5G18510	SB06G025520
BD3G40400	SB07G027180
BD1G38410	SB10G020430
BD3G35080	SB07G019200
BD4G40970	SB08G005120
BD1G35905	SB10G024360
BD2G51650	SB03G036260
BD3G59847	SB04G005260
BD4G06520	SB08G016420
BD3G45677	SB04G022535
BD1G63260	SB01G036205
BD2G06540	SB03G002350
BD3G37760	SB02G026100
BD5G07720	SB06G012030
BD1G04292	SB01G003850
BD3G06570	SB10G018040
BD2G53370	SB03G038050
BD2G50650	SB03G035310
BD1G73090	SB01G045630
BD1G50870	SB10G003440
BD1G26857	SB02G033780
BD1G18040	SB02G042690
BD1G28200	SB05G013620
BD4G32270	SB02G026760
BD1G15750	SB01G016660
BD2G50410	SB03G035120
BD1G42550	SB10G013030
BD2G57740	SB03G042800
BD1G06990	SB01G006430
BD1G59820	SB02G000290
BD4G21710	SB09G006536
BD1G44237	SB03G035150
BD1G52980	SB02G008910
BD1G21097	SB02G039440
BD3G09780	SB04G009730
BD1G01520	SB01G001030
BD3G47847	SB04G025030
BD3G23107	SB01G021445
BD3G52970	SB04G030320
BD3G55900	SB04G037830
BD1G01310	SB01G000890
BD3G28110	SB01G019990
BD4G36010	SB02G030770
BD4G00967	SB08G022700
BD3G46987	SB04G024080
BD1G64050	SB01G037040
BD1G53027	SB09G005880
BD4G31140	SB02G025675
BD1G09430	SB01G008830
BD2G14390	SB09G030625
BD4G43770	SB08G001595
BD3G45570	SB04G022440
BD2G02090	SB03G007210
BD2G16720	SB09G028370
BD1G76600	SB01G048600
BD5G02140	SB06G000630
BD2G07380	SB06G033660
BD2G09460	SB03G010070
BD1G71920	SB01G044610
BD2G33970	SB03G046870
BD5G02850	SB06G002500
BD5G15450	SB06G022310
BD1G65400	SB00G01835
BD3G38680	SB07G029070
BD2G50910	SB03G035580
BD1G28422	SB02G011135
BD2G59630	SB03G044810
BD4G06700	SB08G016190
BD4G07370	SB08G014580
BD3G60070	SB04G035080
BD4G36350	SB06G026910
BD2G48597	SB03G033280
BD4G15420	SB05G022630
BD3G31350	SB01G016940
BD4G12080	SB05G025500
BD3G09830	SB04G009824
BD4G19080	SB05G013410
BD1G49690	SB10G001770
BD2G02950	SB03G006270
BD1G60670	SB01G033470
BD5G17560	SB06G024450
BD3G33420	SB01G028990
BD4G31530	SB02G025990
BD4G04680	SB08G018210
BD4G35362	SB02G030180
BD3G22990	SB01G044200
BD1G08000	SB01G007520
BD2G52527	SB03G037230
BD1G74500	SB01G046480
BD4G07760	SB00G00250
BD4G25000	SB05G003720
BD1G48620	SB10G004150
BD4G29880	SB02G024350
BD3G03070	SB04G002800
BD2G26830	SB09G019050
BD3G04870	SB10G027300
BD3G54210	SB04G036070
BD1G73840	SB01G046000
BD2G08570	SB06G020010
BD1G31520	SB10G026290
BD1G17500	SB02G043190
BD3G59010	SB04G027690
BD2G58507	SB03G043590
BD1G03185	SB01G002650
BD4G33260	SB02G027820
BD3G09480	SB04G009130
BD3G58570	SB04G027310
BD5G10590	SB06G017140
BD4G19530	SB08G002430
BD1G64350	SB02G042890
BD4G19620	SB05G018575
BD1G78150	SB01G050260
BD2G11980	SB03G009180
BD2G41380	SB03G025550
BD3G60680	SB04G038400
BD2G40900	SB03G025140
BD1G46237	SB10G006830
BD2G39740	SB09G000600
BD4G34380	SB02G029070
BD3G40900	SB07G026550
BD4G02940	SB01G014360
BD3G16490	SB07G003890
BD4G15230	SB05G022640
BD1G29710	SB10G030930
BD2G62480	SB03G047460
BD1G35330	SB10G024920
BD2G37552	SB09G001830
BD2G21900	SB06G027690
BD2G46312	SB03G030870
BD1G60490	SB02G039400
BD3G33170	SB01G029210
BD2G02210	SB03G007100
BD3G52230	SB04G031165
BD3G12020	SB04G016330
BD1G52500	SB02G009980
BD3G09310	SB10G021140
BD1G71620	SB01G044240
BD3G00620	SB04G000430
BD4G27350	SB08G005600
BD3G07330	SB04G006790
BD4G21050	SB05G007020
BD5G25900	SB06G032630
BD4G03630	SB08G019265
BD1G11140	SB01G010620
BD2G48780	SB03G033480
BD3G40420	SB07G027140
BD2G28150	SB09G017180
BD3G50580	SB04G033000
BD1G19310	SB02G009830
BD2G08370	SB03G000320
BD5G13990	SB06G020870
BD4G09870	SB08G021245
BD2G55660	SB09G027780
BD2G17500	SB09G027630
BD1G73100	SB01G045660
BD2G60620	SB03G045610
BD2G51750	SB03G036390
BD1G50780	SB10G003520
BD1G20600	SB02G040030
BD2G47770	SB03G032460
BD2G44950	SB03G029290
BD5G17280	SB06G024110
BD4G35770	SB02G030480
BD1G33690	SB10G028380
BD1G16527	SB02G044040
BD5G16390	SB06G023270
BD1G13097	SB01G012760
BD2G19460	SB09G025990
BD4G30510	SB02G024920
BD2G15532	SB09G029470
BD2G27320	SB09G018580
BD1G03827	SB01G003320
BD5G21980	SB06G028770
BD5G14700	SB06G021620
BD3G29100	SB01G019030
BD1G36630	SB10G023570
BD3G47660	SB04G024820
BD2G37560	SB09G001840
BD1G66200	SB01G039020
BD2G13610	SB03G015670
BD1G31630	SB10G026390
BD3G20610	SB04G011230
BD2G61650	SB03G046846
BD3G41020	SB07G026440
BD1G38080	SB10G021900
BD3G59700	SB04G028400
BD2G06710	SB03G002120
BD1G01860	SB01G001460
BD3G58160	SB04G033990
BD2G47530	SB03G032180
BD1G13330	SB01G013000
BD1G35130	SB10G030080
BD4G05150	SB08G017680
BD1G08210	SB01G007655
BD1G12170	SB01G011650
BD1G64380	SB01G037370
BD1G60930	SB10G030380
BD1G66080	SB01G038955
BD3G18900	SB07G007720
BD3G16185	SB07G004250
BD1G03100	SB01G002380
BD3G32860	SB01G029720
BD3G52990	SB04G030290
BD2G02080	SB03G007220
BD1G59350	SB02G000760
BD1G71230	SB01G043870
BD5G17920	SB06G024760
BD3G13290	SB07G000890
BD3G55110	SB04G036950
BD2G55886	SB03G040780
BD2G22260	SB09G023460
BD1G24220	SB02G036760
BD1G76650	SB01G048680
BD3G51290	SB04G032330
BD3G55385	SB04G037230
BD3G34420	SB01G028165
BD1G14990	SB01G004170
BD3G02067	SB04G001753
BD1G49707	SB10G001790
BD1G32540	SB10G027230
BD2G59610	SB03G044770
BD4G29037	SB02G023270
BD3G55200	SB04G037030
BD2G21130	SB06G000420
BD3G30320	SB01G017695
BD1G28890	SB02G010550
BD1G25810	SB02G035220
BD5G03350	SB02G003100
BD2G48735	SB03G033430
BD5G19910	SB06G026930
BD1G47930	SB10G005080
BD3G19410	SB07G010190
BD5G04770	SB01G019940
BD1G25690	SB02G035400
BD2G02060	SB03G007240
BD2G48970	SB03G033720
BD5G18580	SB02G029330
BD5G02280	SB06G000470
BD1G60350	SB01G033070
BD1G55180	SB02G004780
BD4G31050	SB02G025570
BD4G40980	SB08G005110
BD1G09830	SB01G009260
BD1G07060	SB01G006530
BD3G51360	SB04G032400
BD2G13540	SB03G041730
BD3G13230	SB07G000690
BD4G23170	SB05G006140
BD2G24950	SB10G022740
BD5G24560	SB06G031450
BD5G21660	SB06G028360
BD1G78300	SB05G002160
BD3G45310	SB04G022200
BD1G11710	SB09G015910
BD3G57400	SB04G034720
BD3G39550	SB07G028290
BD2G48860	SB03G033570
BD3G20840	SB01G025610
BD4G30130	SB02G024560
BD3G00767	SB04G000540
BD2G55697	SB03G040640
BD2G46890	SB09G006920
BD4G19040	SB05G017110
BD2G37487	SB09G001710
BD1G63420	SB01G036350
BD2G38237	SB09G002380
BD1G06760	SB01G006250
BD2G06640	SB03G002190
BD2G19660	SB09G025770
BD2G43840	SB03G028230
BD1G71110	SB01G043800
BD3G54300	SB02G006220
BD1G60040	SB01G032593
BD3G34300	SB01G027990
BD3G58820	SB04G027580
BD3G08757	SB04G008190
BD3G29000	SB01G019090
BD3G49240	SB04G026506
BD3G04160	SB04G003770
BD2G01050	SB03G008240
BD4G30970	SB02G025450
BD2G04140	SB03G004740
BD1G48720	SB10G004060
BD3G34630	SB04G012220
BD3G45750	SB04G022630
BD5G27377	SB10G029835
BD1G63110	SB01G036060
BD4G37170	SB02G032000
BD2G43050	SB06G020910
BD3G56115	SB04G037950
BD2G58650	SB03G043720
BD2G09020	SB03G009720
BD3G14200	SB07G002310
BD5G08670	SB06G014430
BD1G71870	SB01G044570
BD1G42950	SB06G019920
BD2G06460	SB03G004930
BD1G23190	SB02G037750
BD1G44280	SB10G009030
BD3G43730	SB04G020060
BD2G08880	SB03G009560
BD1G75770	SB01G047660
BD1G66840	SB01G039820
BD1G36380	SB10G023790
BD3G44550	SB04G021260
BD4G21880	SB05G008070
BD1G46630	SB10G006390
BD5G12090	SB06G018650
BD2G27910	SB09G017960
BD1G21170	SB02G039480
BD4G02890	SB08G020050
BD2G08737	SB03G009390
